Occurrences	Hindawi (5594310)	Giga (5594256)	lemma#pos	Gloss	Answer1 - Egyptian	Answer2 - Syrian	Answer3 - Saudi Arabian	readability (rounded average)
1	0.00%	100.00%	ٱِسْتَنْسَب#verb	deem_proper;sanction;condone	5	5	5	5
1	100.00%	0.00%	ٱِسْتَنْسَر#verb	be_aquiline	5	5	5	5
1	100.00%	0.00%	ٱِسْتَنْشَى#verb	smell;inhale	5	4	5	5
1	100.00%	0.00%	ٱِسْتِنْطاقِيّ#adj	interrogational;questioning	5	5	5	5
1	100.00%	0.00%	ٱِسْتَنْظَر#verb	wait_for;anticipate	5	5	4	5
1	100.00%	0.00%	ٱِسْتَنْفَع#verb	utilize	3	3	4	3
1	100.00%	0.00%	ٱِسْتَنْفَق#verb	spend;waste	5	5	4	5
1	100.00%	0.00%	ٱِسْتِنْكارِيّ#adj	condemning,_repudiating	4	4	4	4
1	0.00%	100.00%	ٱِسْتِهْلالِيّ#adj	introductory;opening;initial	4	4	3	4
1	100.00%	0.00%	ٱِسْتَوْجَف#verb	make_flutter	5	5	5	5
1	100.00%	0.00%	ٱِسْتَوْصَف#verb	consult	5	5	4	5
1	100.00%	0.00%	ٱِسْتَوْفَز#verb	be_prepared;be_alert;be_in_suspense	5	5	5	5
1	100.00%	0.00%	ٱِسْتَيْسَر#verb	be_easy;be_successful	5	4	4	4
1	0.00%	100.00%	ٱِشْتِراع#noun	legislation;law_making	5	5	5	5
1	0.00%	100.00%	ٱِشْتِكاء#noun	complaint;recrimination	4	3	4	4
1	0.00%	100.00%	ٱِشْقَرّ#verb	be_of_fair_complexion;be_blond	4	4	3	4
1	0.00%	100.00%	ٱِصْطِراع#noun	wrestling;struggle	5	5	4	5
1	100.00%	0.00%	ٱِصْطِلاء#noun	burning	5	5	5	5
1	100.00%	0.00%	ٱِعْتِدائِيّ#adj	aggressive;hostile	4	4	4	4
1	0.00%	100.00%	ٱِعْتَزَى#verb	trace_ancestry	5	5	5	5
1	100.00%	0.00%	ٱِعْتَسّ#verb	patrol_by_night;make_nocturnal_rounds	5	5	4	5
1	100.00%	0.00%	ٱِعْتَسَف#verb	do_haphazardly;deviate;coerce	5	5	5	5
1	100.00%	0.00%	ٱِعْتِياص#noun	difficulty;intractability	5	5	5	5
1	0.00%	100.00%	ٱِغْتِرابِيّ#adj	migratory;emigration	5	4	4	4
1	100.00%	0.00%	ٱِغْتَمَز#verb	disparage	5	5	5	5
1	0.00%	100.00%	ٱِغْتِناء#noun	getting_rich	4	4	4	4
1	0.00%	100.00%	ٱِفْتِضاض#noun	defloration	5	5	5	5
1	100.00%	0.00%	ٱِقْتاس#verb	measure;imitate	5	4	4	4
1	100.00%	0.00%	ٱِقْتَدَح#verb	consider;weigh	5	5	4	5
1	100.00%	0.00%	ٱِقْتَدَر#verb	be_able_to;be_capable_of	4	4	4	4
1	100.00%	0.00%	ٱِقْتَسَر#verb	compel;constrain;subjugate	5	5	5	5
1	100.00%	0.00%	ٱِقْتَمّ#verb	be_dark-colored;be_blackish	5	5	4	5
1	100.00%	0.00%	ٱِلْتاث#verb	be_muddy;be_murky	5	5	5	5
1	100.00%	0.00%	ٱِلْتَثَم#verb	be_covered;be_veiled	5	4	4	4
1	100.00%	0.00%	ٱِلْتَزّ#verb	be_connected;be_joined;adhere	5	5	5	5
1	100.00%	0.00%	ٱِمْتَرَى#verb	doubt	5	5	5	5
1	100.00%	0.00%	ٱِمْتَزّ#verb	adsorb;accumulate_on_the_surface	5	5	5	5
1	100.00%	0.00%	ٱِمَّحَق#verb	be_annihilated;perish	5	4	4	4
1	100.00%	0.00%	ٱِنْبَرَم#verb	be_settled;be_twisted	4	5	4	4
1	100.00%	0.00%	ٱِنْبَعَج#verb	crack;burst	4	3	4	4
1	100.00%	0.00%	ٱِنْبَهَت#verb	be_astonished	5	5	4	5
1	100.00%	0.00%	ٱِنْتَجَع#verb	take_refuge_with;have_recourse_to	5	5	5	5
1	100.00%	0.00%	ٱِنْثَلّ#verb	be_subverted;be_overthrown	5	5	5	5
1	100.00%	0.00%	ٱِنْجَبَر#verb	be_mended;be_restored	4	4	4	4
1	100.00%	0.00%	ٱِنْحاص#verb	escape;turn_away	5	5	5	5
1	0.00%	100.00%	ٱِنْحِرافِيّ#adj	deviationist	4	4	4	4
1	100.00%	0.00%	ٱِنْحَطَم#verb	break;crash	4	4	4	4
1	100.00%	0.00%	ٱِنْخَرَق#verb	be_torn;be_broken	4	3	4	4
1	100.00%	0.00%	ٱِنْخَسَف#verb	sink	4	3	4	4
1	100.00%	0.00%	ٱِنْداس#verb	be_stepped_on;be_crushed;be_run_over	4	3	4	4
1	100.00%	0.00%	ٱِنْدَفَن#verb	be_buried;be_hidden	3	2	3	3
1	100.00%	0.00%	ٱِنْزَجَر#verb	be_driven_back;be_restrained;be_rebuked	5	5	4	5
1	100.00%	0.00%	ٱِنْزَلَج#verb	slide;glide;ski	4	4	4	4
1	100.00%	0.00%	ٱِنْسَرَب#verb	hide	5	5	5	5
1	100.00%	0.00%	ٱِنْسَطَح#verb	be_spread_out;be_supine	4	3	4	4
1	0.00%	100.00%	ٱِنْشِقاقِيّ#adj	renegade;dissenting	4	5	4	4
1	100.00%	0.00%	ٱِنْشَلّ#verb	be_paralyzed;be_immobilized;be_neutralized	3	2	3	3
1	100.00%	0.00%	ٱِنْصَرَع#verb	be_dismayed	5	4	5	5
1	100.00%	0.00%	ٱِنْصَعَق#verb	be_stunned;be_thunderstruck	4	3	4	4
1	100.00%	0.00%	ٱِنْصَقَل#verb	be_smooth;be_polished;be_refined	5	4	4	4
1	0.00%	100.00%	ٱِنْضَبَط#verb	be_disciplined;be_regulated;be_adjusted	4	3	4	4
1	100.00%	0.00%	ٱِنْطاد#verb	rise;soar	5	5	4	5
1	0.00%	100.00%	ٱِنْظَلَم#verb	be_wronged	3	3	3	3
1	100.00%	0.00%	ٱِنْعَتَق#verb	get_rid_of	4	5	4	4
1	0.00%	100.00%	ٱِنْعِزالِيَّة#noun	isolationism	5	4	4	4
1	100.00%	0.00%	ٱِنْعَصَر#verb	be_compressed;be_squeezed	3	2	3	3
1	0.00%	100.00%	ٱِنْعِطافَة#noun	turnaround;spin	4	3	4	4
1	100.00%	0.00%	ٱِنْغَرَز#verb	penetrate;be_inserted	4	3	4	4
1	100.00%	0.00%	ٱِنْغَشّ#verb	be_deceived;be_duped	4	3	3	3
1	100.00%	0.00%	ٱِنْفَتَق#verb	be_torn_apart;be_rent	3	2	3	3
1	100.00%	0.00%	ٱِنْفِساح#noun	ampleness;expansion	5	4	4	4
1	100.00%	0.00%	ٱِنْفَسَد#verb	be_spoiled;be_corrupted	4	3	4	4
1	0.00%	100.00%	ٱِنْفِعالِيَّة#noun	excitability;impressionability	4	4	4	4
1	100.00%	0.00%	ٱِنْقاض#verb	be_broken;be_cracked	5	5	4	5
1	100.00%	0.00%	ٱِنْقِباضِيّ#adj	systolic;contracting	5	5	4	5
1	0.00%	100.00%	ٱِنْهَوَى#verb	fall	5	4	4	4
1	100.00%	0.00%	ٱِهْتِزازِيّ#adj	shock;tremor	3	4	4	4
1	100.00%	0.00%	إِبالَة#noun	bundle;administration	5	5	5	5
1	0.00%	100.00%	إِبْرِيزِيّ#adj	golden	5	5	5	5
1	100.00%	0.00%	إِبْرِيسَم#noun	silk	5	5	5	5
1	0.00%	100.00%	إِبِسْتِيمُولُوجِيّ#adj	epistemological	5	5	5	5
1	100.00%	0.00%	إِبْصارِيّ#adj	optical	4	4	4	4
1	0.00%	100.00%	إِجْهاضِيّ#adj	abortive	5	5	4	5
1	100.00%	0.00%	إِحْصان#noun	integrity;chastity	5	5	4	5
1	100.00%	0.00%	إِخْبات#noun	being_humble	5	5	5	5
1	100.00%	0.00%	إِدْقاع#noun	mass_poverty	5	5	4	5
1	100.00%	0.00%	إِرْهاف#noun	sharpening	5	5	5	5
1	100.00%	0.00%	إِزْهار#noun	florescence	3	3	3	3
1	100.00%	0.00%	إِسْتَبْرَق#noun	brocade	4	3	4	4
1	0.00%	100.00%	إِسْطانْبُولِيّ#noun	of/from_Istanbul	4	3	4	4
1	100.00%	0.00%	إِسْكَمْلَة#noun	stool	5	5	5	5
1	100.00%	0.00%	إِصْعاد#noun	raise;increase	4	4	4	4
1	100.00%	0.00%	إِضْلال#noun	misleading;deception	4	4	4	4
1	100.00%	0.00%	إِطاقَة#noun	capability	5	5	4	5
1	100.00%	0.00%	إِظْهارِيّ#adj	demonstrative;exhibitionist	5	4	4	4
1	100.00%	0.00%	إِعْتام#noun	darkening;clouding	4	3	4	4
1	0.00%	100.00%	إِعْراس#noun	wedding_feast	5	5	4	5
1	100.00%	0.00%	إِقْراء#noun	making_read	4	3	4	4
1	100.00%	0.00%	إِقْعاد#noun	disability	4	5	4	4
1	100.00%	0.00%	إِقْفار#noun	desolateness;devastation;depopulation	5	4	4	4
1	100.00%	0.00%	إِكْسِبرِيس#noun	express	4	5	4	4
1	100.00%	0.00%	إِلْفات#noun	directing	5	4	4	4
1	0.00%	100.00%	إِلِكْترُون#noun	electron	4	4	4	4
1	100.00%	0.00%	إِنْبِيق#noun	alembic;retort	5	5	5	5
1	0.00%	100.00%	إِوالَة#noun	mechanism	5	5	5	5
1	100.00%	0.00%	إِيمائِيّ#adj	pantomimic;gesturing	5	4	4	4
1	100.00%	0.00%	إِيناع#noun	ripening;mellowing	5	5	4	5
1	100.00%	0.00%	بَأْز#noun	falcons	5	5	5	5
1	0.00%	100.00%	بُؤْبُؤ#noun	pupil;source	3	2	2	2
1	100.00%	0.00%	بَئِيس#adj	dejected;miserable;wretched	4	5	4	4
1	100.00%	0.00%	باخِس#adj	trifling;minuscule	4	5	4	4
1	100.00%	0.00%	بادِئ#adj	beginning	3	3	4	3
1	0.00%	100.00%	باش#verb	be_boisterous	5	5	5	5
1	0.00%	100.00%	باشْمُهَنْدِس#noun	chief_engineer	1	2	1	1
1	0.00%	100.00%	باطُون#noun	concrete	5	4	5	5
1	100.00%	0.00%	باكَر#verb	anticipate;forestall	5	5	4	5
1	100.00%	0.00%	باكُو#noun	packets	1	3	2	2
1	100.00%	0.00%	بايَن#verb	depart;conflict	4	5	5	5
1	100.00%	0.00%	بَبْر#noun	tiger	5	5	4	5
1	0.00%	100.00%	بِجادِيّ#adj	garnet	5	5	5	5
1	0.00%	100.00%	بَجَل#noun	syphilis	5	5	5	5
1	100.00%	0.00%	بَحّاث#noun	scholar;researcher	4	4	4	4
1	100.00%	0.00%	بُخْنُق#noun	kerchief;veil	5	5	5	5
1	100.00%	0.00%	بَدْأَة#noun	beginning;start	5	4	4	4
1	100.00%	0.00%	بَدِيعِيّ#adj	rhetorical	4	5	4	4
1	100.00%	0.00%	بَذاذَة#noun	slovenliness;squalor	5	5	4	5
1	100.00%	0.00%	بَذَخ#verb	be_haughty;be_proud	4	4	3	4
1	0.00%	100.00%	بُرّ#noun	wheat	5	5	1	4
1	100.00%	0.00%	بَرَأ#verb	create	5	4	4	4
1	100.00%	0.00%	بِرْجاس#noun	birjas_(equestrian_joust)	5	5	5	5
1	0.00%	100.00%	بِرْسام#noun	pleurisy_(lung_inflammation)	5	5	5	5
1	100.00%	0.00%	بَرْطَم#verb	talk_nonsense	4	5	4	4
1	0.00%	100.00%	بَرْطَمان#noun	glass_jar	2	3	3	3
1	0.00%	100.00%	بِرْطِيل#noun	bribe	5	5	5	5
1	100.00%	0.00%	بُرْعُوم#noun	buds;blossoms	4	3	3	3
1	100.00%	0.00%	بَرْقَع#verb	veil;drape	5	5	4	5
1	0.00%	100.00%	بَرْنَز#verb	bronze	4	3	4	4
1	0.00%	100.00%	برُوبان#noun	propane	5	5	5	5
1	0.00%	100.00%	بُرُوجِيّ#adj	trumpeter;bugler	5	5	4	5
1	100.00%	0.00%	بُرُوض#noun	germination;sprouting	5	5	5	5
1	0.00%	100.00%	برُولِيتارِيّ#adj	proletarian	5	5	5	5
1	0.00%	100.00%	برُولِيتارِيا#noun	proletariat	5	5	5	5
1	0.00%	100.00%	بِزازَة#noun	cloth_trade	5	5	5	5
1	0.00%	100.00%	بَزَر#verb	sow;spice	3	3	2	3
1	100.00%	0.00%	بَزْق#noun	spitting	5	4	4	4
1	0.00%	100.00%	بَزْل#noun	puncture;paracentesis	5	5	5	5
1	0.00%	100.00%	بَسْبُوسَة#noun	basbousah_(semolina_cake)	1	2	1	1
1	100.00%	0.00%	بَستُونِيّ#noun	spades	5	5	5	5
1	100.00%	0.00%	بَسَق#verb	be_tall;excel	5	5	5	5
1	0.00%	100.00%	بَسْمَل#verb	say_"bismillah"_(in_the_name_of_God,_the_Merciful,_the_Compassionate)	4	3	1	3
1	100.00%	0.00%	بُسُور#noun	scowling;frowning	5	5	5	5
1	0.00%	100.00%	بَشْكُور#noun	fire_irons	5	5	5	5
1	100.00%	0.00%	بَشِم#verb	be_nauseated;have_indigestion	5	5	5	5
1	100.00%	0.00%	بَشِيع#adj	ugly;repugnant	5	5	4	5
1	0.00%	100.00%	بَصَلِيّ#adj	bulbous;onion-like	4	3	4	4
1	100.00%	0.00%	بَصَم#verb	imprint;stamp	3	3	4	3
1	100.00%	0.00%	بِطْنَة#noun	gluttony	5	5	4	5
1	100.00%	0.00%	بَطِيحَة#noun	wide_valley;plain	5	5	4	5
1	0.00%	100.00%	بَعْزَقَة#noun	scattering;squandering	3	3	3	3
1	100.00%	0.00%	بَغْتِيّ#adj	sudden;unexpected	5	4	4	4
1	100.00%	0.00%	بَقْبَق#verb	prattle;chatter	4	5	4	4
1	100.00%	0.00%	بَكّارَة#noun	pulley	5	5	4	5
1	100.00%	0.00%	بَكِم#verb	be_mute	5	4	4	4
1	100.00%	0.00%	بِلّ#noun	recovery;convalescence	5	5	4	5
1	0.00%	100.00%	بُلْعُوم#noun	pharynx	3	2	3	3
1	0.00%	100.00%	بَلَف#verb	bluff	4	4	4	4
1	0.00%	100.00%	بَلَم#noun	anchovy;sailing_barge	5	5	5	5
1	100.00%	0.00%	بلِيز#noun	please!	2	2	3	2
1	0.00%	100.00%	بِنالْتِي#noun	penalty_(shot)	5	5	5	5
1	0.00%	100.00%	بِنْزُول#noun	benzol;benzene	5	5	4	5
1	0.00%	100.00%	بَنْشَر#noun	puncture;flat	5	3	2	3
1	100.00%	0.00%	بُودَقَة#noun	crucible;melting_pot	5	5	4	5
1	0.00%	100.00%	بُوصُفَيْر#noun	bousfeir;bigarade;bitter_orange	5	5	5	5
1	100.00%	0.00%	بُوظَة#noun	ice-cream_(Levant)	5	3	2	3
1	0.00%	100.00%	بُولْفار#noun	boulevard	5	5	5	5
1	100.00%	0.00%	بِيادَة#noun	infantry	5	5	5	5
1	0.00%	100.00%	بَيّارَة#noun	plantation;grove	4	5	4	4
1	100.00%	0.00%	بَيْطَرَة#noun	veterinary	4	3	4	4
1	100.00%	0.00%	بِيلَة#noun	urine	5	5	5	5
1	100.00%	0.00%	تَآزَر#verb	collaborate;cooperate	4	4	4	4
1	0.00%	100.00%	تَأْبِيد#noun	perpetuation;immortalization	4	4	4	4
1	100.00%	0.00%	تَأْتَأَة#noun	stammering;stuttering	3	3	4	3
1	100.00%	0.00%	تَأْثِيرِيّ#adj	efficacious;inductive	4	5	4	4
1	0.00%	100.00%	تَأْثِيم#noun	sin;offense	4	5	4	4
1	0.00%	100.00%	تَأْشِيرِيّ#adj	visa	4	4	4	4
1	100.00%	0.00%	تَأْكِيدِيّ#adj	affirmative;confirmatory	4	4	4	4
1	0.00%	100.00%	تَأَلْمَن#verb	become_German;be_Germanized	5	5	4	5
1	100.00%	0.00%	تالِد#noun	inherited;time-honored	5	5	4	5
1	100.00%	0.00%	تَباغَض#verb	detest;hate	4	3	4	4
1	100.00%	0.00%	تَبالَد#verb	feign_stupidity	4	5	4	4
1	100.00%	0.00%	تَبَرْطَل#verb	take_bribes;be_corrupted	5	5	5	5
1	100.00%	0.00%	تَبَرْعُم#noun	gemmation;budding;blossoming	4	4	4	4
1	0.00%	100.00%	تَبْرِيرِيّ#adj	justifying;extenuating	4	4	4	4
1	100.00%	0.00%	تَبِعَة#adj	consequence;responsibility	5	4	4	4
1	0.00%	100.00%	تَبْعِيد#noun	banishment	5	5	4	5
1	100.00%	0.00%	تَبَلْشَف#verb	be_Bolshevized	5	5	5	5
1	100.00%	0.00%	تَبْلِيط#noun	tile-laying;paving	4	3	4	4
1	0.00%	100.00%	تَبَهْدَل#verb	be_insulted;be_in_disarray	1	4	4	3
1	0.00%	100.00%	تَجانَس#verb	be_homogenous;be_related	4	4	4	4
1	100.00%	0.00%	تَجانَف#verb	deviate;incline	5	5	4	5
1	100.00%	0.00%	تَجْرِيدَة#noun	military_detachment;expeditionary_force	5	5	5	5
1	0.00%	100.00%	تَجْلِيد#noun	freezing;bookbinding	1	2	2	2
1	100.00%	0.00%	تَحاوَل#verb	endeavor;strive	5	5	4	5
1	100.00%	0.00%	تَحْتانِيّ#adj	lower;under;base	2	2	3	2
1	0.00%	100.00%	تَحْجِير#noun	ban;interdiction	5	5	4	5
1	0.00%	100.00%	تَحْرِيج#noun	forestation	5	4	5	5
1	0.00%	100.00%	تَحْرِيز#noun	taking_into_custody	5	5	4	5
1	0.00%	100.00%	تَحْزِيم#noun	wrapping;packing;fastening_(with_a_belt)	4	4	4	4
1	0.00%	100.00%	تَحْسِينِيّ#noun	ornamental;cosmetic	4	5	4	4
1	0.00%	100.00%	تَحْنان#noun	compassion;affection	5	5	5	5
1	0.00%	100.00%	تَحَنْجَل#verb	dance;caper	5	5	5	5
1	100.00%	0.00%	تَخّ#verb	become_sour;ferment	5	5	5	5
1	0.00%	100.00%	تَخابَث#verb	be_malicious;feel_embarrassed	3	4	4	4
1	0.00%	100.00%	تَخارَج#verb	disengage;disassociate	5	5	5	5
1	100.00%	0.00%	تَخاصَر#verb	embrace;dance	5	5	4	5
1	0.00%	100.00%	تَخانَق#verb	quarrel	2	2	3	2
1	100.00%	0.00%	تَخَضْخَض#verb	be_jolted;be_rocked;be_shaken	5	4	5	5
1	100.00%	0.00%	تَخَلْخَل#verb	be_shaken;be_disjointed;become_rarefied	4	4	4	4
1	100.00%	0.00%	تَدارَى#verb	hide	3	4	3	3
1	0.00%	100.00%	تَدْرُج#noun	pheasant	5	5	5	5
1	100.00%	0.00%	تَدْوِيخ#noun	conquest;subjugation	4	5	4	4
1	100.00%	0.00%	تَذْرِيَة#noun	atomization	5	5	5	5
1	0.00%	100.00%	تَرادُف#noun	succession;synonymity;synonymy	3	4	3	3
1	100.00%	0.00%	تَراصّ#verb	be_pressed_together;be_compacted	4	4	3	4
1	0.00%	100.00%	تَرافَس#verb	kick_each_other;scuffle	4	4	4	4
1	0.00%	100.00%	تَراكَب#verb	be_superimposed	4	4	4	4
1	0.00%	100.00%	تَرانْزِسْتَر#noun	transistor	5	5	4	5
1	0.00%	100.00%	تَرْحِيبِيّ#adj	welcoming	3	3	4	3
1	100.00%	0.00%	تَرِع#verb	be_full	5	5	5	5
1	100.00%	0.00%	تُرْغُل#noun	turtledove	5	5	5	5
1	100.00%	0.00%	تُرُنْج#noun	citron	5	5	5	5
1	0.00%	100.00%	تَرْوِيسَة#noun	title;heading;caption	5	5	5	5
1	100.00%	0.00%	تَرْوِيقَة#noun	breakfast	5	3	1	3
1	0.00%	100.00%	تَزامَل#verb	be_comrades;be_companions	5	5	4	5
1	0.00%	100.00%	تَزْفِيت#noun	laying_of_asphalt;asphalting	4	3	4	4
1	100.00%	0.00%	تَسابّ#verb	exchange_insults	5	4	4	4
1	0.00%	100.00%	تَساوَق#verb	form_a_sequence	5	5	5	5
1	0.00%	100.00%	تَساوُق#noun	coherence;context;interrelation	5	5	5	5
1	100.00%	0.00%	تَسْبِيب#noun	causation	4	4	4	4
1	100.00%	0.00%	تَسْبِيك#noun	stewing	4	5	4	4
1	0.00%	100.00%	تَسْتِيف#noun	stacking;storage	4	5	5	5
1	100.00%	0.00%	تَسَلْطَن#verb	become_ruler;become_sultan	4	5	4	4
1	100.00%	0.00%	تَسْمِيد#noun	fertilizing	3	4	3	3
1	100.00%	0.00%	تَسْنِين#noun	teething	1	3	4	3
1	100.00%	0.00%	تَشاحَن#verb	quarrel;feud	5	4	4	4
1	0.00%	100.00%	تَشَقْلَب#verb	be_turned_upside_down;be_upset	1	2	4	2
1	100.00%	0.00%	تَصاغُر#noun	servility;humility	4	5	4	4
1	100.00%	0.00%	تَصْدِيَة#noun	hand_clapping	4	5	5	5
1	100.00%	0.00%	تَصْعِير#noun	grimace;pouting	5	5	4	5
1	0.00%	100.00%	تَصْلِيب#noun	crossing;intersecting	4	5	4	4
1	0.00%	100.00%	تَصْوِيبِيّ#adj	corrective	4	4	3	4
1	100.00%	0.00%	تَصْيِير#noun	transfer;cession	5	5	4	5
1	100.00%	0.00%	تَطَلْيَن#verb	be_Italianized	5	5	5	5
1	0.00%	100.00%	تَطَمْأَن#verb	be_pacified;be_assuaged	3	3	4	3
1	0.00%	100.00%	تَطْوِيب#noun	beatification	5	5	5	5
1	100.00%	0.00%	تَعارَج#verb	feign_limping	5	5	4	5
1	0.00%	100.00%	تَعاضُدِيّ#adj	supportive;cooperative	4	5	4	4
1	100.00%	0.00%	تَعاقُبِيّ#adj	successive;alternating	4	5	4	4
1	100.00%	0.00%	تَعاوُر#noun	alternation;fluctuation	5	5	5	5
1	100.00%	0.00%	تَعْجِيب#noun	arousing_admiration	5	5	4	5
1	100.00%	0.00%	تَعْدِيَة#noun	ferry_service;shuttle	5	5	5	5
1	0.00%	100.00%	تَعَرْقُل#noun	obstruction;impediment	4	4	4	4
1	100.00%	0.00%	تَعْرِيس#noun	wedding_feast	5	5	4	5
1	100.00%	0.00%	تَعْشِير#noun	increasing_tenfold	5	5	4	5
1	0.00%	100.00%	تَعْشِيق#noun	coupling;transmission	4	5	5	5
1	100.00%	0.00%	تَعْفِيَة#noun	effacement;obliteration	4	5	5	5
1	100.00%	0.00%	تَعْفِير#noun	dusting;sprinkling	5	5	4	5
1	0.00%	100.00%	تَعْمِيمِيّ#adj	general	4	5	4	4
1	100.00%	0.00%	تَغالَى#verb	be_excessive;overdo	4	5	4	4
1	100.00%	0.00%	تَغْرِيق#noun	drowning;sinking;inundation	4	3	4	4
1	100.00%	0.00%	تَغَطْرَس#verb	be_arrogant	4	4	4	4
1	100.00%	0.00%	تَغَطْرُس#noun	arrogance;insolence	4	4	4	4
1	100.00%	0.00%	تَفاصَح#verb	speak_eloquently	5	5	4	5
1	100.00%	0.00%	تَفّافَة#noun	spittoon	5	5	5	5
1	100.00%	0.00%	تَفْتِيح#noun	brightning;clarifying;making_clear	4	3	3	3
1	0.00%	100.00%	تَفْحِيم#noun	carbonization;carburetion	4	5	4	4
1	100.00%	0.00%	تَفَرْطُح#noun	flattening	5	5	4	5
1	100.00%	0.00%	تَفَرْقَع#verb	crack;pop;burst	2	3	3	3
1	100.00%	0.00%	تَفْرِيح#noun	amusement	4	4	3	4
1	100.00%	0.00%	تَفْرِيع#noun	derivation;ramification;shunting	4	4	4	4
1	100.00%	0.00%	تَفْسِرَة#noun	specimen	5	5	5	5
1	100.00%	0.00%	تَفْضِيح#noun	affront;stigmatization	5	5	4	5
1	0.00%	100.00%	تَفْلِيسَة#noun	bankruptcy;insolvency	3	4	3	3
1	100.00%	0.00%	تَفَه#noun	triviality;insignificance	5	5	4	5
1	100.00%	0.00%	تَفِه#verb	be_tasteless;be_insignificant	5	5	4	5
1	100.00%	0.00%	تَقارَض#verb	exchange	5	5	4	5
1	0.00%	100.00%	تَقارَن#verb	be_coupled;be_linked	3	4	4	4
1	100.00%	0.00%	تَقالّ#verb	despise;scorn	5	5	5	5
1	0.00%	100.00%	تَقْدِيمات#noun	offers;bids;services	4	4	4	4
1	100.00%	0.00%	تَقْرِيظِيّ#adj	laudatory	5	5	5	5
1	0.00%	100.00%	تَقْزِيم#noun	stunting_or_curtailing_the_growth_(of)	4	4	3	4
1	0.00%	100.00%	تَقْسِيمَة#noun	solo_piece	4	5	4	4
1	0.00%	100.00%	تَكابَر#verb	be_haughty	5	5	5	5
1	100.00%	0.00%	تَكْتَك#verb	tick	2	3	3	3
1	0.00%	100.00%	تَكْتِيل#noun	agglomeration;bloc_formation	5	5	4	5
1	100.00%	0.00%	تَكْحِيل#noun	treatment_with_kohl	4	4	3	4
1	0.00%	100.00%	تِكْرِيتِيّ#noun	of/from_Tikrit	4	5	4	4
1	0.00%	100.00%	تَكْسِي#noun	dressing;clothing	5	5	4	5
1	0.00%	100.00%	تَكْنِيكِيّ#adj	technical	4	5	5	5
1	100.00%	0.00%	تَلاحَى#verb	exchange_insults	5	5	5	5
1	100.00%	0.00%	تِلاد#noun	inherited;time-honored	5	5	4	5
1	100.00%	0.00%	تَلاوَم#verb	blame_each_other	4	4	3	4
1	0.00%	100.00%	تَلْتَلَة#noun	hardships;adversities	5	5	5	5
1	100.00%	0.00%	تَلْعَة#noun	hills;streams	4	5	5	5
1	0.00%	100.00%	تَلَعْلَع#verb	flicker;shimmer	5	5	5	5
1	0.00%	100.00%	تِلِكس#noun	telex	5	5	5	5
1	0.00%	100.00%	تَلْمَذ#verb	be_pupil;be_apprentice	4	5	4	4
1	100.00%	0.00%	تَلْهِيَة#noun	distraction;amusement	5	4	4	4
1	100.00%	0.00%	تَمارَى#verb	quarrel_with_each_other	4	5	4	4
1	100.00%	0.00%	تُمْباك#noun	tobacco	5	5	5	5
1	0.00%	100.00%	تَمَحْوُر#noun	revolving;rotating	4	5	4	4
1	0.00%	100.00%	تَمَذْهُب#noun	following_(as_a_disciple)	5	5	5	5
1	100.00%	0.00%	تَمَضْمَض#verb	rinse;gargle	1	2	2	2
1	0.00%	100.00%	تَمْوِيهِيّ#adj	fake;false	4	5	4	4
1	0.00%	100.00%	تَمْيِيزِيّ#noun	prosecutor	4	5	5	5
1	100.00%	0.00%	تَناحَر#verb	fight_each_other;kill_each_other	4	4	4	4
1	100.00%	0.00%	تَناسَخ#verb	follow_successively	5	5	5	5
1	100.00%	0.00%	تَناصَر#verb	assist_each_other	4	4	3	4
1	100.00%	0.00%	تَناكَر#verb	be_ignorant_of;feign_ignorance_of	5	5	4	5
1	100.00%	0.00%	تُنْباك#noun	tobacco	5	5	5	5
1	0.00%	100.00%	تَنْجِيد#noun	upholstering	3	4	4	4
1	0.00%	100.00%	تَنْجِيز#noun	implementation;effectuation;accomplishment	5	5	4	5
1	100.00%	0.00%	تَنْحِيف#noun	weakening;emaciation	4	3	3	3
1	100.00%	0.00%	تَنَشْنَش#verb	be_nimble;revive	5	5	5	5
1	0.00%	100.00%	تَنْظِيرِيّ#noun	theoretical	4	5	4	4
1	100.00%	0.00%	تَنْعِيم#noun	pampering;coddling;effemination	4	5	4	4
1	100.00%	0.00%	تَنْمِير#noun	numbering;numeration	4	4	3	4
1	100.00%	0.00%	تَهاتَف#verb	encourage_each_other	4	4	4	4
1	0.00%	100.00%	تَهْتَه#verb	stemmer;stutter	1	3	4	3
1	100.00%	0.00%	تَهْجِيَة#noun	spelling	2	3	2	2
1	100.00%	0.00%	تَوادّ#verb	be_friends;live_harmoniously	5	4	4	4
1	100.00%	0.00%	تَواقَح#verb	be_shameless;be_impudent	4	3	4	4
1	100.00%	0.00%	تَوالَد#verb	propagate;reproduce	4	4	3	4
1	100.00%	0.00%	تَوَشْوَش#verb	whisper	3	2	3	3
1	100.00%	0.00%	تَوْفِيَة#noun	satisfaction;fulfillment	5	4	5	5
1	0.00%	100.00%	تُونج#noun	bronze	5	5	5	5
1	100.00%	0.00%	تِيفُود#noun	typhoid	5	5	5	5
1	100.00%	0.00%	تِيفُوس#noun	typhus	5	5	5	5
1	100.00%	0.00%	ثُؤَباء#noun	yawning;fatigue	5	5	4	5
1	100.00%	0.00%	ثَئِب#verb	yawn	5	5	4	5
